index,meta_idx,batch_idx,action,type,query,url,response_1,response_2,response_3,response_4,response_5,mode,agreement
2854,86337,2091,start,dev,Does the object start moving?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5212.mp4,yes,yes,no,no,yes,yes,0.6
2855,86338,2091,start,dev,Does the object start moving?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5213.mp4,yes,yes,no,no,yes,yes,0.6
2856,86339,2091,start,dev,Does the object start moving?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5214.mp4,yes,yes,no,no,yes,yes,0.6
2857,86340,2091,start,dev,Does the object start moving?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5215.mp4,yes,no,no,no,yes,no,0.6
2858,86341,2091,start,dev,Does the object start moving?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5216.mp4,yes,no,yes,no,yes,yes,0.6
2859,86342,2091,start,dev,Does the object start moving?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5217.mp4,yes,no,yes,no,yes,yes,0.6
2860,86353,2093,start,dev,Does the object start moving?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5228.mp4,no,no,no,yes,yes,no,0.6
2861,86354,2093,start,dev,Does the object start moving?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5229.mp4,yes,no,no,yes,yes,yes,0.6
2862,86355,2093,start,dev,Does the object start moving?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5230.mp4,no,no,no,yes,yes,no,0.6
2863,86356,2093,start,dev,Does the object start moving?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5231.mp4,yes,no,no,yes,yes,yes,0.6
2864,86357,2093,start,dev,Does the object start moving?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5232.mp4,yes,no,no,no,no,no,0.8
2865,86358,2093,start,dev,Does the object start moving?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5233.mp4,no,yes,no,yes,no,no,0.6
2866,86359,2093,start,dev,Does the object start moving?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5234.mp4,yes,no,no,yes,yes,yes,0.6
2867,86360,2093,start,dev,Does the object start moving?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5235.mp4,yes,yes,no,yes,yes,yes,0.8
2868,86361,2093,start,dev,Does the object start moving?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5236.mp4,no,no,no,yes,yes,no,0.6
2869,86362,2093,start,dev,Does the object start moving?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5237.mp4,yes,no,no,yes,yes,yes,0.6
2870,30958,1978,spin,dev,Does the object spin?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5278.mp4,yes,no,no,no,yes,no,0.6
2871,30959,1978,spin,dev,Does the object spin?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5279.mp4,no,no,no,no,no,no,1.0
2872,30960,1978,spin,dev,Does the object spin?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5280.mp4,unsure,no,no,no,no,no,0.8
2873,30961,1978,spin,dev,Does the object spin?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5281.mp4,yes,yes,no,no,no,no,0.6
2874,30962,1978,spin,dev,Does the object spin?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5282.mp4,no,no,yes,no,yes,no,0.6
2875,30963,1978,spin,dev,Does the object spin?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5283.mp4,unsure,no,yes,yes,yes,yes,0.6
2876,30964,1978,spin,dev,Does the object spin?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5284.mp4,yes,yes,yes,yes,yes,yes,1.0
2877,30965,1978,spin,dev,Does the object spin?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5285.mp4,unsure,yes,yes,yes,no,yes,0.6
2878,30966,1978,spin,dev,Does the object spin?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5286.mp4,yes,no,yes,no,no,no,0.6
2879,30967,1978,spin,dev,Does the object spin?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5287.mp4,no,yes,no,no,yes,no,0.6
2880,30968,1979,spin,dev,Does the object spin?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5288.mp4,no,no,yes,yes,no,no,0.6
2881,30969,1979,spin,dev,Does the object spin?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5289.mp4,yes,no,yes,yes,no,yes,0.6
2882,30970,1979,spin,dev,Does the object spin?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5290.mp4,no,no,yes,yes,no,no,0.6
2883,30971,1979,spin,dev,Does the object spin?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5291.mp4,unsure,no,yes,yes,no,yes,0.4
2884,30972,1979,spin,dev,Does the object spin?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5292.mp4,unsure,yes,yes,yes,no,yes,0.6
2885,30973,1979,spin,dev,Does the object spin?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5293.mp4,no,no,yes,yes,no,no,0.6
2886,30974,1979,spin,dev,Does the object spin?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5294.mp4,no,no,yes,yes,no,no,0.6
2887,30975,1979,spin,dev,Does the object spin?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5295.mp4,no,no,yes,yes,no,no,0.6
2888,30976,1979,spin,dev,Does the object spin?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5296.mp4,no,no,yes,yes,no,no,0.6
2889,30977,1979,spin,dev,Does the object spin?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5297.mp4,no,yes,yes,no,no,no,0.6
2890,30948,1977,spin,dev,Does the object spin?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5268.mp4,no,yes,no,no,no,no,0.8
2891,30949,1977,spin,dev,Does the object spin?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5269.mp4,yes,yes,no,unsure,yes,yes,0.6
2892,30950,1977,spin,dev,Does the object spin?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5270.mp4,no,yes,no,unsure,yes,yes,0.4
2893,30951,1977,spin,dev,Does the object spin?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5271.mp4,yes,yes,no,yes,yes,yes,0.8
2894,30952,1977,spin,dev,Does the object spin?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5272.mp4,no,yes,no,yes,yes,yes,0.6
2895,30953,1977,spin,dev,Does the object spin?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5273.mp4,yes,yes,no,yes,yes,yes,0.8
2896,30954,1977,spin,dev,Does the object spin?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5274.mp4,yes,yes,no,no,no,no,0.6
2897,30955,1977,spin,dev,Does the object spin?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5275.mp4,yes,yes,no,yes,no,yes,0.6
2898,30956,1977,spin,dev,Does the object spin?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5276.mp4,yes,yes,no,no,no,no,0.6
2899,30957,1977,spin,dev,Does the object spin?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5277.mp4,no,yes,no,yes,no,no,0.6
2900,86343,2092,start,dev,Does the object start moving?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5218.mp4,yes,no,yes,yes,yes,yes,0.8
2901,86344,2092,start,dev,Does the object start moving?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5219.mp4,yes,no,yes,yes,no,yes,0.6
2902,86345,2092,start,dev,Does the object start moving?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5220.mp4,yes,no,yes,yes,no,yes,0.6
2903,86346,2092,start,dev,Does the object start moving?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5221.mp4,yes,no,yes,yes,no,yes,0.6
2904,86347,2092,start,dev,Does the object start moving?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5222.mp4,yes,no,no,yes,yes,yes,0.6
2905,86348,2092,start,dev,Does the object start moving?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5223.mp4,no,no,yes,yes,yes,yes,0.6
2906,86349,2092,start,dev,Does the object start moving?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5224.mp4,yes,no,yes,yes,yes,yes,0.8
2907,86350,2092,start,dev,Does the object start moving?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5225.mp4,yes,no,yes,yes,no,yes,0.6
2908,86351,2092,start,dev,Does the object start moving?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5226.mp4,yes,no,yes,yes,no,yes,0.6
2909,86352,2092,start,dev,Does the object start moving?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5227.mp4,yes,no,no,yes,yes,yes,0.6
2910,30928,1975,spin,dev,Does the object spin?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5248.mp4,no,yes,yes,no,no,no,0.6
2911,30929,1975,spin,dev,Does the object spin?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5249.mp4,no,yes,yes,no,no,no,0.6
2912,30930,1975,spin,dev,Does the object spin?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5250.mp4,unsure,no,yes,no,no,no,0.6
2913,30931,1975,spin,dev,Does the object spin?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5251.mp4,no,yes,yes,no,no,no,0.6
2914,30932,1975,spin,dev,Does the object spin?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5252.mp4,no,no,no,no,no,no,1.0
2915,30933,1975,spin,dev,Does the object spin?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5253.mp4,no,yes,no,no,no,no,0.8
2916,30934,1975,spin,dev,Does the object spin?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5254.mp4,no,no,yes,yes,no,no,0.6
2917,30935,1975,spin,dev,Does the object spin?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5255.mp4,no,yes,yes,no,no,no,0.6
2918,30936,1975,spin,dev,Does the object spin?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5256.mp4,no,no,yes,no,no,no,0.8
2919,30937,1975,spin,dev,Does the object spin?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5257.mp4,no,yes,yes,no,no,no,0.6
2920,30938,1976,spin,dev,Does the object spin?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5258.mp4,no,yes,no,no,yes,no,0.6
2921,30939,1976,spin,dev,Does the object spin?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5259.mp4,no,no,no,no,yes,no,0.8
2922,30940,1976,spin,dev,Does the object spin?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5260.mp4,no,no,no,no,yes,no,0.8
2923,30941,1976,spin,dev,Does the object spin?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5261.mp4,yes,no,no,no,yes,no,0.6
2924,30942,1976,spin,dev,Does the object spin?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5262.mp4,yes,yes,no,no,yes,yes,0.6
2925,30943,1976,spin,dev,Does the object spin?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5263.mp4,yes,yes,no,no,yes,yes,0.6
2926,30944,1976,spin,dev,Does the object spin?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5264.mp4,yes,yes,no,no,yes,yes,0.6
2927,30945,1976,spin,dev,Does the object spin?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5265.mp4,yes,no,no,no,yes,no,0.6
2928,30946,1976,spin,dev,Does the object spin?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5266.mp4,yes,no,no,no,yes,no,0.6
2929,30947,1976,spin,dev,Does the object spin?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5267.mp4,yes,yes,no,no,yes,yes,0.6
2930,30908,1973,spin,dev,Does the object spin?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5228.mp4,yes,yes,no,no,no,no,0.6
2931,30909,1973,spin,dev,Does the object spin?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5229.mp4,no,no,no,no,no,no,1.0
2932,30910,1973,spin,dev,Does the object spin?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5230.mp4,no,no,no,no,no,no,1.0
2933,30911,1973,spin,dev,Does the object spin?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5231.mp4,no,yes,no,no,no,no,0.8
2934,30912,1973,spin,dev,Does the object spin?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5232.mp4,yes,no,no,yes,no,no,0.6
2935,30913,1973,spin,dev,Does the object spin?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5233.mp4,yes,yes,no,yes,no,yes,0.6
2936,30914,1973,spin,dev,Does the object spin?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5234.mp4,yes,yes,no,no,no,no,0.6
2937,30915,1973,spin,dev,Does the object spin?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5235.mp4,no,no,no,yes,no,no,0.8
2938,30916,1973,spin,dev,Does the object spin?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5236.mp4,no,no,no,no,no,no,1.0
2939,30917,1973,spin,dev,Does the object spin?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5237.mp4,yes,no,no,yes,no,no,0.6
2940,30898,1972,spin,dev,Does the object spin?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5218.mp4,no,no,no,no,no,no,1.0
2941,30899,1972,spin,dev,Does the object spin?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5219.mp4,yes,no,yes,yes,yes,yes,0.8
2942,30900,1972,spin,dev,Does the object spin?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5220.mp4,yes,no,no,yes,yes,yes,0.6
2943,30901,1972,spin,dev,Does the object spin?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5221.mp4,no,no,no,yes,yes,no,0.6
2944,30902,1972,spin,dev,Does the object spin?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5222.mp4,no,no,no,no,yes,no,0.8
2945,30903,1972,spin,dev,Does the object spin?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5223.mp4,no,no,no,no,no,no,1.0
2946,30904,1972,spin,dev,Does the object spin?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5224.mp4,no,no,no,no,no,no,1.0
2947,30905,1972,spin,dev,Does the object spin?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5225.mp4,no,no,no,no,no,no,1.0
2948,30906,1972,spin,dev,Does the object spin?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5226.mp4,no,no,no,no,no,no,1.0
2949,30907,1972,spin,dev,Does the object spin?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5227.mp4,no,no,no,no,yes,no,0.8
2950,30888,1971,spin,dev,Does the object spin?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5208.mp4,no,no,yes,yes,yes,yes,0.6
2951,30889,1971,spin,dev,Does the object spin?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5209.mp4,no,unsure,no,no,no,no,0.8
2952,30890,1971,spin,dev,Does the object spin?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5210.mp4,no,no,no,no,no,no,1.0
2953,30891,1971,spin,dev,Does the object spin?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5211.mp4,no,no,no,no,no,no,1.0
2954,30892,1971,spin,dev,Does the object spin?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5212.mp4,no,yes,no,yes,no,no,0.6
2955,30893,1971,spin,dev,Does the object spin?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5213.mp4,no,no,no,yes,no,no,0.8
2956,30894,1971,spin,dev,Does the object spin?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5214.mp4,no,no,no,yes,no,no,0.8
2957,30895,1971,spin,dev,Does the object spin?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5215.mp4,no,no,no,no,no,no,1.0
2958,30896,1971,spin,dev,Does the object spin?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5216.mp4,no,no,yes,no,no,no,0.8
2959,30897,1971,spin,dev,Does the object spin?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5217.mp4,no,yes,no,yes,no,no,0.6
2960,30918,1974,spin,dev,Does the object spin?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5238.mp4,yes,no,no,no,yes,no,0.6
2961,30919,1974,spin,dev,Does the object spin?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5239.mp4,no,yes,no,no,yes,no,0.6
2962,30920,1974,spin,dev,Does the object spin?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5240.mp4,unsure,yes,no,yes,yes,yes,0.6
2963,30921,1974,spin,dev,Does the object spin?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5241.mp4,yes,yes,no,no,yes,yes,0.6
2964,30922,1974,spin,dev,Does the object spin?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5242.mp4,no,yes,yes,yes,no,yes,0.6
2965,30923,1974,spin,dev,Does the object spin?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5243.mp4,unsure,yes,no,yes,yes,yes,0.6
2966,30924,1974,spin,dev,Does the object spin?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5244.mp4,yes,yes,no,no,no,no,0.6
2967,30925,1974,spin,dev,Does the object spin?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5245.mp4,unsure,no,no,no,no,no,0.8
2968,30926,1974,spin,dev,Does the object spin?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5246.mp4,no,no,no,no,no,no,1.0
2969,30927,1974,spin,dev,Does the object spin?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5247.mp4,yes,yes,yes,yes,yes,yes,1.0
2970,67174,2048,slide,dev,Does the object slide?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5291.mp4,yes,no,no,no,no,no,0.8
2971,67175,2048,slide,dev,Does the object slide?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5293.mp4,yes,no,no,yes,yes,yes,0.6
2972,67176,2048,slide,dev,Does the object slide?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5294.mp4,yes,yes,no,no,yes,yes,0.6
2973,67177,2048,slide,dev,Does the object slide?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5295.mp4,yes,yes,no,no,no,no,0.6
2974,67178,2048,slide,dev,Does the object slide?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5296.mp4,no,yes,no,no,no,no,0.8
2975,67179,2048,slide,dev,Does the object slide?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5298.mp4,no,no,no,unsure,no,no,0.8
2976,67180,2048,slide,dev,Does the object slide?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5299.mp4,yes,no,no,no,no,no,0.8
2977,67181,2048,slide,dev,Does the object slide?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5301.mp4,yes,yes,no,no,no,no,0.6
2978,67182,2048,slide,dev,Does the object slide?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5302.mp4,yes,yes,no,no,no,no,0.6
2979,67183,2048,slide,dev,Does the object slide?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5303.mp4,yes,yes,no,no,no,no,0.6
2980,67154,2046,slide,dev,Does the object slide?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5267.mp4,unsure,yes,yes,no,yes,yes,0.6
2981,67155,2046,slide,dev,Does the object slide?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5268.mp4,no,yes,no,no,no,no,0.8
2982,67156,2046,slide,dev,Does the object slide?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5269.mp4,no,yes,no,yes,no,no,0.6
2983,67157,2046,slide,dev,Does the object slide?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5270.mp4,yes,yes,yes,no,unsure,yes,0.6
2984,67158,2046,slide,dev,Does the object slide?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5271.mp4,no,no,no,yes,no,no,0.8
2985,67159,2046,slide,dev,Does the object slide?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5272.mp4,no,no,no,yes,no,no,0.8
2986,67160,2046,slide,dev,Does the object slide?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5273.mp4,yes,yes,no,yes,no,yes,0.6
2987,67161,2046,slide,dev,Does the object slide?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5274.mp4,no,yes,no,no,no,no,0.8
2988,67162,2046,slide,dev,Does the object slide?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5275.mp4,no,yes,no,yes,no,no,0.6
2989,67163,2046,slide,dev,Does the object slide?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5277.mp4,yes,yes,no,no,yes,yes,0.6
2990,67184,2049,slide,dev,Does the object slide?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5304.mp4,no,yes,no,yes,yes,yes,0.6
2991,67185,2049,slide,dev,Does the object slide?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5305.mp4,yes,yes,no,no,no,no,0.6
2992,67186,2049,slide,dev,Does the object slide?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5306.mp4,no,yes,yes,no,no,no,0.6
2993,67187,2049,slide,dev,Does the object slide?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5307.mp4,no,yes,yes,no,no,no,0.6
2994,67188,2049,slide,dev,Does the object slide?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5308.mp4,yes,no,no,yes,yes,yes,0.6
2995,67189,2049,slide,dev,Does the object slide?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5310.mp4,no,no,yes,yes,yes,yes,0.6
2996,67190,2049,slide,dev,Does the object slide?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5311.mp4,no,yes,yes,unsure,no,yes,0.4
2997,67191,2049,slide,dev,Does the object slide?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5312.mp4,yes,yes,yes,no,no,yes,0.6
2998,67192,2049,slide,dev,Does the object slide?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5313.mp4,no,yes,yes,no,no,no,0.6
2999,67193,2049,slide,dev,Does the object slide?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5314.mp4,no,yes,yes,no,no,no,0.6
3000,67144,2045,slide,dev,Does the object slide?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5257.mp4,no,yes,no,no,no,no,0.8
3001,67145,2045,slide,dev,Does the object slide?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5258.mp4,yes,no,no,no,no,no,0.8
3002,67146,2045,slide,dev,Does the object slide?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5259.mp4,yes,no,no,no,no,no,0.8
3003,67147,2045,slide,dev,Does the object slide?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5260.mp4,yes,no,no,no,no,no,0.8
3004,67148,2045,slide,dev,Does the object slide?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5261.mp4,no,yes,no,no,no,no,0.8
3005,67149,2045,slide,dev,Does the object slide?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5262.mp4,no,yes,no,no,no,no,0.8
3006,67150,2045,slide,dev,Does the object slide?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5263.mp4,unsure,yes,yes,yes,yes,yes,0.8
3007,67151,2045,slide,dev,Does the object slide?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5264.mp4,no,no,yes,yes,yes,yes,0.6
3008,67152,2045,slide,dev,Does the object slide?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5265.mp4,no,no,yes,yes,yes,yes,0.6
3009,67153,2045,slide,dev,Does the object slide?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5266.mp4,yes,yes,yes,no,yes,yes,0.8
3010,67164,2047,slide,dev,Does the object slide?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5281.mp4,yes,yes,yes,no,no,yes,0.6
3011,67165,2047,slide,dev,Does the object slide?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5282.mp4,no,no,no,no,no,no,1.0
3012,67166,2047,slide,dev,Does the object slide?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5283.mp4,unsure,no,no,yes,no,no,0.6
3013,67167,2047,slide,dev,Does the object slide?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5284.mp4,yes,no,yes,yes,no,yes,0.6
3014,67168,2047,slide,dev,Does the object slide?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5285.mp4,unsure,no,no,yes,no,no,0.6
3015,67169,2047,slide,dev,Does the object slide?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5286.mp4,no,no,no,yes,no,no,0.8
3016,67170,2047,slide,dev,Does the object slide?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5287.mp4,yes,no,yes,no,no,no,0.6
3017,67171,2047,slide,dev,Does the object slide?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5288.mp4,unsure,no,no,no,no,no,0.8
3018,67172,2047,slide,dev,Does the object slide?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5289.mp4,no,yes,no,no,no,no,0.8
3019,67173,2047,slide,dev,Does the object slide?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5290.mp4,yes,yes,yes,no,no,yes,0.6
3020,67104,2041,slide,dev,Does the object slide?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5211.mp4,yes,yes,no,no,yes,yes,0.6
3021,67105,2041,slide,dev,Does the object slide?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5212.mp4,no,yes,yes,yes,no,yes,0.6
3022,67106,2041,slide,dev,Does the object slide?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5213.mp4,no,yes,yes,yes,no,yes,0.6
3023,67107,2041,slide,dev,Does the object slide?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5214.mp4,no,yes,yes,yes,no,yes,0.6
3024,67108,2041,slide,dev,Does the object slide?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5215.mp4,yes,yes,yes,yes,yes,yes,1.0
3025,67109,2041,slide,dev,Does the object slide?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5216.mp4,no,no,no,no,yes,no,0.8
3026,67110,2041,slide,dev,Does the object slide?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5218.mp4,yes,yes,yes,yes,yes,yes,1.0
3027,67111,2041,slide,dev,Does the object slide?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5219.mp4,yes,no,yes,yes,no,yes,0.6
3028,67112,2041,slide,dev,Does the object slide?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5220.mp4,yes,no,yes,yes,no,yes,0.6
3029,67113,2041,slide,dev,Does the object slide?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5221.mp4,yes,no,yes,yes,yes,yes,0.8
3030,6513,1938,slap,dev,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5343.mp4,no,no,yes,yes,no,no,0.6
3031,6514,1938,slap,dev,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5344.mp4,no,no,no,unsure,no,no,0.8
3032,6515,1938,slap,dev,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/5346.mp4,no,no,no,no,no,no,1.0
