index,indices,type,action,query,urls,responses
59,"[38459, 37707, 38460, 38461, 38462, 38463, 38464, 38465, 38466, 38467]",train,fall,Does the object fall?,"[""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1029.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/103.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1031.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1032.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1034.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1035.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1037.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1038.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1039.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1040.mp4""]",0
60,"[38468, 38469, 38470, 38471, 38472, 38473, 38474, 38475, 37708, 38476]",train,fall,Does the object fall?,"[""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1041.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1042.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1043.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1044.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1045.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1046.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1048.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1049.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/105.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1050.mp4""]",0
61,"[38477, 38478, 38479, 38480, 38481, 38482, 38483, 38484, 38485, 38486]",train,fall,Does the object fall?,"[""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1051.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1052.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1053.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1054.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1055.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1056.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1057.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1058.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1059.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1060.mp4""]",0
62,"[38487, 38488, 38489, 38490, 38491, 38492, 38493, 37709, 38494, 38495]",train,fall,Does the object fall?,"[""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1061.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1062.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1063.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1064.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1065.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1066.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1069.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/107.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1070.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1071.mp4""]",0
63,"[38496, 38497, 38498, 38499, 37710, 38500, 38501, 38502, 38503, 38504]",train,fall,Does the object fall?,"[""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1072.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1074.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1076.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1077.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/108.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1080.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1082.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1083.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1085.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1086.mp4""]",0
64,"[43024, 43025, 43030, 43833, 43834, 43835, 43836, 43837, 43838, 43839]",train,drop,Does the object get dropped?,"[""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/0.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/10.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1000.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1002.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1003.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1004.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1005.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1006.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1007.mp4""]",0
65,"[43840, 43841, 43104, 43842, 43843, 43844, 43845, 43846, 43847, 43848]",train,drop,Does the object get dropped?,"[""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1008.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1009.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/101.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1010.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1012.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1013.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1014.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1015.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1016.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1017.mp4""]",0
66,"[43849, 43850, 43105, 43851, 43852, 43853, 43854, 43855, 43856, 43857]",train,drop,Does the object get dropped?,"[""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1018.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1019.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/102.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1020.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1021.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1022.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1023.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1024.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1025.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1028.mp4""]",0
67,"[43858, 43106, 43859, 43860, 43861, 43862, 43863, 43864, 43865, 43866]",train,drop,Does the object get dropped?,"[""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1029.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/103.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1031.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1032.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1034.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1035.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1037.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1038.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1039.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1040.mp4""]",0
68,"[43867, 43868, 43869, 43870, 43871, 43872, 43873, 43107, 43874, 43875]",train,drop,Does the object get dropped?,"[""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1041.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1042.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1043.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1044.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1045.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1048.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1049.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/105.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1050.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1051.mp4""]",0
69,"[43876, 43877, 43878, 43879, 43880, 43881, 43882, 43883, 43884, 43885]",train,drop,Does the object get dropped?,"[""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1052.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1053.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1054.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1055.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1056.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1057.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1058.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1059.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1060.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1061.mp4""]",0
70,"[43886, 43887, 43888, 43889, 43890, 43891, 43108, 43892, 43893, 43894]",train,drop,Does the object get dropped?,"[""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1062.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1063.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1064.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1065.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1066.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1069.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/107.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1070.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1071.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1072.mp4""]",0
71,"[43895, 43896, 43897, 43898, 43109, 43899, 43900, 43901, 43902, 43903]",train,drop,Does the object get dropped?,"[""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1074.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1076.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1077.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1078.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/108.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1080.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1082.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1083.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1085.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1086.mp4""]",0
72,"[48418, 48419, 48424, 49236, 49237, 49238, 49239, 49240, 49241, 49242]",train,fall off,Does the object fall off something?,"[""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/0.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/10.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1000.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1002.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1003.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1004.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1005.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1006.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1007.mp4""]",0
73,"[49243, 49244, 48496, 49245, 49246, 49247, 49248, 49249, 49250, 49251]",train,fall off,Does the object fall off something?,"[""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1008.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1009.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/101.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1010.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1012.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1013.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1014.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1015.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1016.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1017.mp4""]",0
74,"[49252, 49253, 48497, 49254, 49255, 49256, 49257, 49258, 49259, 49260]",train,fall off,Does the object fall off something?,"[""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1018.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1019.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/102.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1020.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1021.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1022.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1023.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1024.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1025.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1028.mp4""]",0
75,"[49261, 48498, 49262, 49263, 49264, 49265, 49266, 49267, 49268, 48499]",train,fall off,Does the object fall off something?,"[""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1029.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/103.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1031.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1032.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1034.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1035.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1037.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1038.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1039.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/104.mp4""]",0
76,"[49269, 49270, 49271, 49272, 49273, 49274, 49275, 49276, 49277, 48500]",train,fall off,Does the object fall off something?,"[""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1040.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1041.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1042.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1043.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1044.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1045.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1047.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1048.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1049.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/105.mp4""]",0
77,"[49278, 49279, 49280, 49281, 49282, 49283, 49284, 49285, 49286, 49287]",train,fall off,Does the object fall off something?,"[""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1050.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1051.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1052.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1053.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1054.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1055.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1056.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1057.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1058.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1059.mp4""]",0
78,"[49288, 49289, 49290, 49291, 49292, 49293, 49294, 49295, 48501, 49296]",train,fall off,Does the object fall off something?,"[""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1060.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1061.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1062.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1063.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1064.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1065.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1066.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1069.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/107.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1070.mp4""]",0
79,"[49297, 49298, 49299, 49300, 49301, 48502, 49302, 49303, 49304, 49305]",train,fall off,Does the object fall off something?,"[""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1071.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1072.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1074.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1076.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1077.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/108.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1080.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1082.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1083.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1085.mp4""]",0
80,"[53817, 53818, 53823, 54624, 54625, 54626, 54627, 54628, 54629, 54630]",train,fall over,Does the object fall over?,"[""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/0.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/10.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1000.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1002.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1003.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1004.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1005.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1006.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1007.mp4""]",0
81,"[54631, 54632, 53896, 54633, 54634, 54635, 54636, 54637, 54638, 54639]",train,fall over,Does the object fall over?,"[""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1008.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1009.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/101.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1010.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1012.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1013.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1014.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1015.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1016.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1017.mp4""]",0
82,"[54640, 54641, 53897, 54642, 54643, 54644, 54645, 54646, 54647, 54648]",train,fall over,Does the object fall over?,"[""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1018.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1019.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/102.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1020.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1021.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1022.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1023.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1024.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1025.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1028.mp4""]",0
83,"[54649, 53898, 54650, 54651, 54652, 54653, 54654, 54655, 54656, 54657]",train,fall over,Does the object fall over?,"[""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1029.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/103.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1031.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1032.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1034.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1035.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1037.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1038.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1039.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1040.mp4""]",0
84,"[54658, 54659, 54660, 54661, 54662, 54663, 54664, 53899, 54665, 54666]",train,fall over,Does the object fall over?,"[""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1041.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1042.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1043.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1044.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1045.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1048.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1049.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/105.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1050.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1051.mp4""]",0
85,"[54667, 54668, 54669, 54670, 54671, 54672, 54673, 54674, 53900, 54675]",train,fall over,Does the object fall over?,"[""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1052.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1053.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1054.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1055.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1056.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1057.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1058.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1059.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/106.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1060.mp4""]",0
86,"[54676, 54677, 54678, 54679, 54680, 54681, 54682, 53901, 54683, 54684]",train,fall over,Does the object fall over?,"[""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1061.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1062.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1063.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1064.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1065.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1066.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1069.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/107.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1070.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1071.mp4""]",0
87,"[54685, 54686, 54687, 54688, 54689, 53902, 54690, 54691, 54692, 54693]",train,fall over,Does the object fall over?,"[""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1072.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1074.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1076.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1077.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1079.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/108.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1080.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1082.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1083.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1085.mp4""]",0
88,"[59208, 59209, 59212, 59751, 59752, 59753, 59754, 59755, 59756, 59757]",train,bump,Does the object get bumped?,"[""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/0.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/10.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1000.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1002.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1003.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1004.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1005.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1006.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1007.mp4""]",0
